Scenario,ground_r_value,infiltration,heating_set_point,cooling_set_point,heating_cop,cooling_cop,equipment_density,lighting_density,occupant_density,scheduled_ventilation_ach,dhw_flow_rate,Total Operational Energy,Natural Gas,Electricity
S1539,0.575,0.5,20,23.1,0.8,4.5,5,5,0.013,1,1.58E-05,23115571.63,9454182.916,13661388.72
S1540,0.575,0.5,20,23.1,0.8,4.5,5,5,0.013,1,0.000709,37773065.07,24131302.72,13641762.35
S1541,0.575,0.5,20,23.1,0.8,4.5,5,5,0.103,0.1,1.58E-05,23870861.5,9702993.433,14167868.07
S1542,0.575,0.5,20,23.1,0.8,4.5,5,5,0.103,0.1,0.000709,38541065.56,24381173.77,14159891.79
S1543,0.575,0.5,20,23.1,0.8,4.5,5,5,0.103,1,1.58E-05,24181008.39,10022872.36,14158136.04
S1544,0.575,0.5,20,23.1,0.8,4.5,5,5,0.103,1,0.000709,38889081.63,24737422.91,14151658.72
S1545,0.575,0.5,20,23.1,0.8,4.5,5,15,0.013,0.1,1.58E-05,30735892.12,4918452.606,25817439.51
S1546,0.575,0.5,20,23.1,0.8,4.5,5,15,0.013,0.1,0.000709,45460614.02,19644422.99,25816191.04
S1547,0.575,0.5,20,23.1,0.8,4.5,5,15,0.013,1,1.58E-05,31014340.02,5201886.399,25812453.63
S1548,0.575,0.5,20,23.1,0.8,4.5,5,15,0.013,1,0.000709,45707889.41,19906520.12,25801369.3
S1549,0.575,0.5,20,23.1,0.8,4.5,5,15,0.103,0.1,1.58E-05,32206159.31,5879652.481,26326506.83
S1550,0.575,0.5,20,23.1,0.8,4.5,5,15,0.103,0.1,0.000709,46827386.69,20512792.28,26314594.41
S1551,0.575,0.5,20,23.1,0.8,4.5,5,15,0.103,1,1.58E-05,32480924.57,6163115.022,26317809.55
S1552,0.575,0.5,20,23.1,0.8,4.5,5,15,0.103,1,0.000709,47109188,20789084.63,26320103.37
S1553,0.575,0.5,20,23.1,0.8,4.5,15,5,0.013,0.1,1.58E-05,30624933.91,4767296.958,25857636.96
S1554,0.575,0.5,20,23.1,0.8,4.5,15,5,0.013,0.1,0.000709,45323663.97,19459006.56,25864657.41
S1555,0.575,0.5,20,23.1,0.8,4.5,15,5,0.013,1,1.58E-05,30846373,4998149.16,25848223.84
S1556,0.575,0.5,20,23.1,0.8,4.5,15,5,0.013,1,0.000709,45544745.12,19695424.59,25849320.53
S1557,0.575,0.5,20,23.1,0.8,4.5,15,5,0.103,0.1,1.58E-05,32034227.32,5668072.38,26366154.94
S1558,0.575,0.5,20,23.1,0.8,4.5,15,5,0.103,0.1,0.000709,46685585.68,20336635.86,26348949.83
S1559,0.575,0.5,20,23.1,0.8,4.5,15,5,0.103,1,1.58E-05,32319164.82,5961221.104,26357943.72
S1560,0.575,0.5,20,23.1,0.8,4.5,15,5,0.103,1,0.000709,46962366.09,20616656.54,26345709.55
S1561,0.575,0.5,20,23.1,0.8,4.5,15,15,0.013,0.1,1.58E-05,40330866.69,2295511.36,38035355.33
S1562,0.575,0.5,20,23.1,0.8,4.5,15,15,0.013,0.1,0.000709,55029576.82,16989746.86,38039829.96
S1563,0.575,0.5,20,23.1,0.8,4.5,15,15,0.013,1,1.58E-05,40565925.06,2540792.645,38025132.42
S1564,0.575,0.5,20,23.1,0.8,4.5,15,15,0.013,1,0.000709,55230163.31,17216195.86,38013967.46
S1565,0.575,0.5,20,23.1,0.8,4.5,15,15,0.103,0.1,1.58E-05,41730921.61,3194539.098,38536382.51
S1566,0.575,0.5,20,23.1,0.8,4.5,15,15,0.103,0.1,0.000709,56414210.54,17877729.9,38536480.64
S1567,0.575,0.5,20,23.1,0.8,4.5,15,15,0.103,1,1.58E-05,41956085.55,3433687.603,38522397.94
S1568,0.575,0.5,20,23.1,0.8,4.5,15,15,0.103,1,0.000709,56628182.14,18106652.43,38521529.71
S1569,0.575,0.5,20,23.1,0.8,5.5,5,5,0.013,0.1,1.58E-05,22364243.93,9117611.316,13246632.61
S1570,0.575,0.5,20,23.1,0.8,5.5,5,5,0.013,0.1,0.000709,37007073.52,23769876.92,13237196.6
S1571,0.575,0.5,20,23.1,0.8,5.5,5,5,0.013,1,1.58E-05,22609860.2,9383623.005,13226237.19
S1572,0.575,0.5,20,23.1,0.8,5.5,5,5,0.013,1,0.000709,37297993.2,24066872.14,13231121.05
S1573,0.575,0.5,20,23.1,0.8,5.5,5,5,0.103,0.1,1.58E-05,23408563.03,9764965.825,13643597.21
S1574,0.575,0.5,20,23.1,0.8,5.5,5,5,0.103,0.1,0.000709,38075982.07,24428953.65,13647028.42
S1575,0.575,0.5,20,23.1,0.8,5.5,5,5,0.103,1,1.58E-05,23683132.8,10053769.14,13629363.65
S1576,0.575,0.5,20,23.1,0.8,5.5,5,5,0.103,1,0.000709,38318782.36,24682246.86,13636535.5
S1577,0.575,0.5,20,23.1,0.8,5.5,5,15,0.013,0.1,1.58E-05,30160159.19,4917412.475,25242746.71
S1578,0.575,0.5,20,23.1,0.8,5.5,5,15,0.013,0.1,0.000709,44835858.78,19579660.77,25256198
S1579,0.575,0.5,20,23.1,0.8,5.5,5,15,0.013,1,1.58E-05,30451583.08,5223508.224,25228074.85
S1580,0.575,0.5,20,23.1,0.8,5.5,5,15,0.013,1,0.000709,45109661.56,19890656.41,25219005.15
S1581,0.575,0.5,20,23.1,0.8,5.5,5,15,0.103,0.1,1.58E-05,31529730.97,5869444.102,25660286.86
S1582,0.575,0.5,20,23.1,0.8,5.5,5,15,0.103,0.1,0.000709,46162146.59,20506566.11,25655580.48
S1583,0.575,0.5,20,23.1,0.8,5.5,5,15,0.103,1,1.58E-05,31777829.8,6139566.871,25638262.93
S1584,0.575,0.5,20,23.1,0.8,5.5,5,15,0.103,1,0.000709,46489419.73,20838900.56,25650519.17
S1585,0.575,0.5,20,23.1,0.8,5.5,15,5,0.013,0.1,1.58E-05,29994971.22,4717437.999,25277533.22
S1586,0.575,0.5,20,23.1,0.8,5.5,15,5,0.013,0.1,0.000709,44711807.8,19430606.22,25281201.58
S1587,0.575,0.5,20,23.1,0.8,5.5,15,5,0.013,1,1.58E-05,30292950.06,5038946.513,25254003.55
S1588,0.575,0.5,20,23.1,0.8,5.5,15,5,0.013,1,0.000709,44946146.85,19665778.03,25280368.81
S1589,0.575,0.5,20,23.1,0.8,5.5,15,5,0.103,0.1,1.58E-05,31394976.48,5715676.399,25679300.08
S1590,0.575,0.5,20,23.1,0.8,5.5,15,5,0.103,0.1,0.000709,46074462.39,20390548.09,25683914.29
S1591,0.575,0.5,20,23.1,0.8,5.5,15,5,0.103,1,1.58E-05,31652761.68,5976787.964,25675973.71
S1592,0.575,0.5,20,23.1,0.8,5.5,15,5,0.103,1,0.000709,46279866.7,20618771.91,25661094.79
S1593,0.575,0.5,20,23.1,0.8,5.5,15,15,0.013,0.1,1.58E-05,39613201.31,2307831.651,37305369.66
S1594,0.575,0.5,20,23.1,0.8,5.5,15,15,0.013,0.1,0.000709,54286926.38,16987903.75,37299022.63
S1595,0.575,0.5,20,23.1,0.8,5.5,15,15,0.013,1,1.58E-05,39807067.03,2532599.946,37274467.09
S1596,0.575,0.5,20,23.1,0.8,5.5,15,15,0.013,1,0.000709,54478075.97,17195762.41,37282313.56
S1597,0.575,0.5,20,23.1,0.8,5.5,15,15,0.103,0.1,1.58E-05,40887570.44,3188076.406,37699494.03
S1598,0.575,0.5,20,23.1,0.8,5.5,15,15,0.103,0.1,0.000709,55591778.46,17882792.4,37708986.05
S1599,0.575,0.5,20,23.1,0.8,5.5,15,15,0.103,1,1.58E-05,41150209.41,3456667.457,37693541.95
S1600,0.575,0.5,20,23.1,0.8,5.5,15,15,0.103,1,0.000709,55814676.27,18112905.57,37701770.7
S1601,0.575,0.5,20,23.1,0.95,4.5,5,5,0.013,0.1,1.58E-05,21346731.53,7683338.823,13663392.7
S1602,0.575,0.5,20,23.1,0.95,4.5,5,5,0.013,0.1,0.000709,36088790.1,22423377.55,13665412.55
S1603,0.575,0.5,20,23.1,0.95,4.5,5,5,0.013,1,1.58E-05,21645025.33,7980982.716,13664042.61
S1604,0.575,0.5,20,23.1,0.95,4.5,5,5,0.013,1,0.000709,36308749.27,22658648.35,13650100.92
S1605,0.575,0.5,20,23.1,0.95,4.5,5,5,0.103,0.1,1.58E-05,22397616.04,8232572.432,14165043.6
S1606,0.575,0.5,20,23.1,0.95,4.5,5,5,0.103,0.1,0.000709,37062321.39,22888938.99,14173382.4
S1607,0.575,0.5,20,23.1,0.95,4.5,5,5,0.103,1,1.58E-05,22669038.35,8526364.947,14142673.41
S1608,0.575,0.5,20,23.1,0.95,4.5,5,5,0.103,1,0.000709,37299650.31,23145815.92,14153834.38
S1609,0.575,0.5,20,23.1,0.95,4.5,5,15,0.013,0.1,1.58E-05,30014926.73,4193980.333,25820946.4
S1610,0.575,0.5,20,23.1,0.95,4.5,5,15,0.013,0.1,0.000709,44720950.51,18882598.21,25838352.3
S1611,0.575,0.5,20,23.1,0.95,4.5,5,15,0.013,1,1.58E-05,30251876.85,4440045.873,25811830.98
S1612,0.575,0.5,20,23.1,0.95,4.5,5,15,0.013,1,0.000709,44913030.46,19099537.26,25813493.21
S1613,0.575,0.5,20,23.1,0.95,4.5,5,15,0.103,0.1,1.58E-05,31289330.44,4961551.465,26327778.97
S1614,0.575,0.5,20,23.1,0.95,4.5,5,15,0.103,0.1,0.000709,45986992.45,19667282.98,26319709.47
S1615,0.575,0.5,20,23.1,0.95,4.5,5,15,0.103,1,1.58E-05,31532246.07,5237839.335,26294406.73
S1616,0.575,0.5,20,23.1,0.95,4.5,5,15,0.103,1,0.000709,46224645.24,19916452.05,26308193.19
S1617,0.575,0.5,20,23.1,0.95,4.5,15,5,0.013,0.1,1.58E-05,29882828.41,4043551.71,25839276.7
S1618,0.575,0.5,20,23.1,0.95,4.5,15,5,0.013,0.1,0.000709,44560320.77,18703280.09,25857040.68
S1619,0.575,0.5,20,23.1,0.95,4.5,15,5,0.013,1,1.58E-05,30124137.92,4282590.3,25841547.62
S1620,0.575,0.5,20,23.1,0.95,4.5,15,5,0.013,1,0.000709,44790374.97,18936387.74,25853987.23
S1621,0.575,0.5,20,23.1,0.95,4.5,15,5,0.103,0.1,1.58E-05,31187341.5,4827730.302,26359611.2
S1622,0.575,0.5,20,23.1,0.95,4.5,15,5,0.103,0.1,0.000709,45891229.15,19541092.91,26350136.24
S1623,0.575,0.5,20,23.1,0.95,4.5,15,5,0.103,1,1.58E-05,31438078.37,5084357.862,26353720.51
S1624,0.575,0.5,20,23.1,0.95,4.5,15,5,0.103,1,0.000709,46114512.07,19757902.87,26356609.2
S1625,0.575,0.5,20,23.1,0.95,4.5,15,15,0.013,0.1,1.58E-05,40013545.14,1990536.256,38023008.88
S1626,0.575,0.5,20,23.1,0.95,4.5,15,15,0.013,0.1,0.000709,54716740.33,16677600.48,38039139.85
S1627,0.575,0.5,20,23.1,0.95,4.5,15,15,0.013,1,1.58E-05,40195955.86,2176793.177,38019162.68
S1628,0.575,0.5,20,23.1,0.95,4.5,15,15,0.013,1,0.000709,54894679.15,16874691.51,38019987.64
S1629,0.575,0.5,20,23.1,0.95,4.5,15,15,0.103,0.1,1.58E-05,41286992.86,2761564.283,38525428.57
S1630,0.575,0.5,20,23.1,0.95,4.5,15,15,0.103,0.1,0.000709,55943607,17412705.22,38530901.78
S1631,0.575,0.5,20,23.1,0.95,4.5,15,15,0.103,1,1.58E-05,41476113.87,2946266.923,38529846.94
S1632,0.575,0.5,20,23.1,0.95,4.5,15,15,0.103,1,0.000709,56128184.37,17619675.29,38508509.07
S1633,0.575,0.5,20,23.1,0.95,5.5,5,5,0.013,0.1,1.58E-05,20966196.48,7719996.677,13246199.8
S1634,0.575,0.5,20,23.1,0.95,5.5,5,5,0.013,0.1,0.000709,35647053.88,22406477.01,13240576.87
S1635,0.575,0.5,20,23.1,0.95,5.5,5,5,0.013,1,1.58E-05,21210224.79,7973386.594,13236838.2
S1636,0.575,0.5,20,23.1,0.95,5.5,5,5,0.013,1,0.000709,35824075.57,22593149.9,13230925.68
S1637,0.575,0.5,20,23.1,0.95,5.5,5,5,0.103,0.1,1.58E-05,21900080.82,8257046.97,13643033.85
S1638,0.575,0.5,20,23.1,0.95,5.5,5,5,0.103,0.1,0.000709,36522712.72,22877977,13644735.72
S1639,0.575,0.5,20,23.1,0.95,5.5,5,5,0.103,1,1.58E-05,22132911.78,8499132.778,13633779
S1640,0.575,0.5,20,23.1,0.95,5.5,5,5,0.103,1,0.000709,36828837.52,23189372.93,13639464.59
S1641,0.575,0.5,20,23.1,0.95,5.5,5,15,0.013,0.1,1.58E-05,29435798.44,4189301.771,25246496.67
S1642,0.575,0.5,20,23.1,0.95,5.5,5,15,0.013,0.1,0.000709,44086185.96,18842518.43,25243667.53
S1643,0.575,0.5,20,23.1,0.95,5.5,5,15,0.013,1,1.58E-05,29662975.2,4425095.507,25237879.69
S1644,0.575,0.5,20,23.1,0.95,5.5,5,15,0.013,1,0.000709,44323390.62,19099177.76,25224212.86
S1645,0.575,0.5,20,23.1,0.95,5.5,5,15,0.103,0.1,1.58E-05,30620598.01,4966486.348,25654111.66
S1646,0.575,0.5,20,23.1,0.95,5.5,5,15,0.103,0.1,0.000709,45306143.18,19653171.99,25652971.19
S1647,0.575,0.5,20,23.1,0.95,5.5,5,15,0.103,1,1.58E-05,30866975.49,5214147.504,25652827.98
S1648,0.575,0.5,20,23.1,0.95,5.5,5,15,0.103,1,0.000709,45534968.73,19897918.7,25637050.03
S1649,0.575,0.5,20,23.1,0.95,5.5,15,5,0.013,0.1,1.58E-05,29333347.64,4060285.225,25273062.41
S1650,0.575,0.5,20,23.1,0.95,5.5,15,5,0.013,0.1,0.000709,44035942.08,18754259.81,25281682.28
S1651,0.575,0.5,20,23.1,0.95,5.5,15,5,0.013,1,1.58E-05,29549554.5,4277359.859,25272194.64
S1652,0.575,0.5,20,23.1,0.95,5.5,15,5,0.013,1,0.000709,44197109.28,18944670.82,25252438.46
S1653,0.575,0.5,20,23.1,0.95,5.5,15,5,0.103,0.1,1.58E-05,30528452.74,4843895.815,25684556.93
S1654,0.575,0.5,20,23.1,0.95,5.5,15,5,0.103,0.1,0.000709,45179992.7,19496392.88,25683599.82
S1655,0.575,0.5,20,23.1,0.95,5.5,15,5,0.103,1,1.58E-05,30751071.37,5077712.158,25673359.21
S1656,0.575,0.5,20,23.1,0.95,5.5,15,5,0.103,1,0.000709,45418904.86,19743682.43,25675222.43
S1657,0.575,0.5,20,23.1,0.95,5.5,15,15,0.013,0.1,1.58E-05,39301565.37,2011929.486,37289635.89
S1658,0.575,0.5,20,23.1,0.95,5.5,15,15,0.013,0.1,0.000709,53965977.82,16672048.26,37293929.56
S1659,0.575,0.5,20,23.1,0.95,5.5,15,15,0.013,1,1.58E-05,39463150.95,2171896.628,37291254.32
S1660,0.575,0.5,20,23.1,0.95,5.5,15,15,0.013,1,0.000709,54134420.3,16858288.31,37276131.99
S1661,0.575,0.5,20,23.1,0.95,5.5,15,15,0.103,0.1,1.58E-05,40430112.88,2740984.869,37689128.01
S1662,0.575,0.5,20,23.1,0.95,5.5,15,15,0.103,0.1,0.000709,55138389.29,17437146.22,37701243.07
S1663,0.575,0.5,20,23.1,0.95,5.5,15,15,0.103,1,1.58E-05,40649574.73,2958067.242,37691507.48
S1664,0.575,0.5,20,23.1,0.95,5.5,15,15,0.103,1,0.000709,55313980.83,17612841.85,37701138.98
S1665,0.575,0.5,20,26,0.8,4.5,5,5,0.013,0.1,1.58E-05,21700962.6,9093289.978,12607672.62
S1666,0.575,0.5,20,26,0.8,4.5,5,5,0.013,0.1,0.000709,36370585.77,23779822.21,12590763.56
S1667,0.575,0.5,20,26,0.8,4.5,5,5,0.013,1,1.58E-05,21893607.25,9310718.644,12582888.6
S1668,0.575,0.5,20,26,0.8,4.5,5,5,0.013,1,0.000709,36711804.32,24145723.58,12566080.74
S1669,0.575,0.5,20,26,0.8,4.5,5,5,0.103,0.1,1.58E-05,22563347.87,9704571.357,12858776.52
S1670,0.575,0.5,20,26,0.8,4.5,5,5,0.103,0.1,0.000709,37226030.71,24368273.79,12857756.92
S1671,0.575,0.5,20,26,0.8,4.5,5,5,0.103,1,1.58E-05,22899169.45,10061488.91,12837680.55
S1672,0.575,0.5,20,26,0.8,4.5,5,5,0.103,1,0.000709,37511910.61,24675977.18,12835933.43
S1673,0.575,0.5,20,26,0.8,4.5,5,15,0.013,0.1,1.58E-05,29508028.13,4926632.555,24581395.58
S1674,0.575,0.5,20,26,0.8,4.5,5,15,0.013,0.1,0.000709,44161217.34,19591033.05,24570184.29
S1675,0.575,0.5,20,26,0.8,4.5,5,15,0.013,1,1.58E-05,29758916.11,5184538.822,24574377.29
S1676,0.575,0.5,20,26,0.8,4.5,5,15,0.013,1,0.000709,42593485.61,18017775.1,24575710.51
S1677,0.575,0.5,20,26,0.8,4.5,5,15,0.103,0.1,1.58E-05,30740948.97,5860167.545,24880781.42
S1678,0.575,0.5,20,26,0.8,4.5,5,15,0.103,0.1,0.000709,45374414.26,20494896.68,24879517.58
S1679,0.575,0.5,20,26,0.8,4.5,5,15,0.103,1,1.58E-05,31007458.53,6147035.282,24860423.25
S1680,0.575,0.5,20,26,0.8,4.5,5,15,0.103,1,0.000709,45694889.29,20834338.17,24860551.12
S1681,0.575,0.5,20,26,0.8,4.5,15,5,0.013,0.1,1.58E-05,29377746.72,4753077.223,24624669.49
S1682,0.575,0.5,20,26,0.8,4.5,15,5,0.013,0.1,0.000709,44083145.05,19459657.94,24623487.11
S1683,0.575,0.5,20,26,0.8,4.5,15,5,0.013,1,1.58E-05,29653427.6,5046668.204,24606759.4
S1684,0.575,0.5,20,26,0.8,4.5,15,5,0.013,1,0.000709,44294255.04,19676856.29,24617398.75
S1685,0.575,0.5,20,26,0.8,4.5,15,5,0.103,0.1,1.58E-05,30563403.32,5648926.361,24914476.95
S1686,0.575,0.5,20,26,0.8,4.5,15,5,0.103,0.1,0.000709,45262066.47,20343216.46,24918850.01
S1687,0.575,0.5,20,26,0.8,4.5,15,5,0.103,1,1.58E-05,30878749.67,5981434.385,24897315.28
S1688,0.575,0.5,20,26,0.8,4.5,15,5,0.103,1,0.000709,45552620.48,20663361.82,24889258.66
S1689,0.575,0.5,20,26,0.8,4.5,15,15,0.013,0.1,1.58E-05,39013418.2,2300123.512,36713294.69
S1690,0.575,0.5,20,26,0.8,4.5,15,15,0.013,0.1,0.000709,53691732.48,16979308.68,36712423.8
S1691,0.575,0.5,20,26,0.8,4.5,15,15,0.013,1,1.58E-05,39220782.81,2528049.663,36692733.15
S1692,0.575,0.5,20,26,0.8,4.5,15,15,0.013,1,0.000709,53872067.09,17196042.36,36676024.73
S1693,0.575,0.5,20,26,0.8,4.5,15,15,0.103,0.1,1.58E-05,40196123.53,3196282.95,36999840.58
S1694,0.575,0.5,20,26,0.8,4.5,15,15,0.103,0.1,0.000709,54867438,17876036.55,36991401.45
S1695,0.575,0.5,20,26,0.8,4.5,15,15,0.103,1,1.58E-05,40398936.98,3422567.247,36976369.73
S1696,0.575,0.5,20,26,0.8,4.5,15,15,0.103,1,0.000709,55098905.08,18113915.83,36984989.25
S1697,0.575,0.5,20,26,0.8,5.5,5,5,0.013,0.1,1.58E-05,21525239.86,9168447.648,12356792.21
S1698,0.575,0.5,20,26,0.8,5.5,5,5,0.013,0.1,0.000709,36156733.86,23793026.21,12363707.66
S1699,0.575,0.5,20,26,0.8,5.5,5,5,0.013,1,1.58E-05,21733320.38,9370503.227,12362817.15
S1700,0.575,0.5,20,26,0.8,5.5,5,5,0.013,1,0.000709,36434887.06,24084466.43,12350420.64
S1701,0.575,0.5,20,26,0.8,5.5,5,5,0.103,0.1,1.58E-05,22304445.56,9725839.925,12578605.63
S1702,0.575,0.5,20,26,0.8,5.5,5,5,0.103,0.1,0.000709,37014003.45,24427971.29,12586032.17
S1703,0.575,0.5,20,26,0.8,5.5,5,5,0.103,1,1.58E-05,22605697.17,10044184.83,12561512.34
S1704,0.575,0.5,20,26,0.8,5.5,5,5,0.103,1,0.000709,37304310.46,24731767.82,12572542.64
S1705,0.575,0.5,20,26,0.8,5.5,5,15,0.013,0.1,1.58E-05,29163614.04,4930966.98,24232647.06
S1706,0.575,0.5,20,26,0.8,5.5,5,15,0.013,0.1,0.000709,43816541.82,19574935.82,24241606
S1707,0.575,0.5,20,26,0.8,5.5,5,15,0.013,1,1.58E-05,29421091.27,5207483.874,24213607.39
S1708,0.575,0.5,20,26,0.8,5.5,5,15,0.013,1,0.000709,44142619.48,19925185.14,24217434.34
S1709,0.575,0.5,20,26,0.8,5.5,5,15,0.103,0.1,1.58E-05,30309934.69,5830064.839,24479869.86
S1710,0.575,0.5,20,26,0.8,5.5,5,15,0.103,0.1,0.000709,45003991.85,20527181.69,24476810.16
S1711,0.575,0.5,20,26,0.8,5.5,5,15,0.103,1,1.58E-05,30621246.09,6175493.855,24445752.23
S1712,0.575,0.5,20,26,0.8,5.5,5,15,0.103,1,0.000709,45255262.44,20796285.02,24458977.42
S1713,0.575,0.5,20,26,0.8,5.5,15,5,0.013,0.1,1.58E-05,29003293.33,4727956.16,24275337.17
S1714,0.575,0.5,20,26,0.8,5.5,15,5,0.013,0.1,0.000709,43671342.72,19400627.85,24270714.87
S1715,0.575,0.5,20,26,0.8,5.5,15,5,0.013,1,1.58E-05,29299355.74,5050373.837,24248981.91
S1716,0.575,0.5,20,26,0.8,5.5,15,5,0.013,1,0.000709,43983664.71,19729991.38,24253673.32
S1717,0.575,0.5,20,26,0.8,5.5,15,5,0.103,0.1,1.58E-05,30170277.5,5668573.748,24501703.75
S1718,0.575,0.5,20,26,0.8,5.5,15,5,0.103,0.1,0.000709,44859952.7,20354657.62,24505295.08
S1719,0.575,0.5,20,26,0.8,5.5,15,5,0.103,1,1.58E-05,30439593.78,5952036.036,24487557.75
S1720,0.575,0.5,20,26,0.8,5.5,15,5,0.103,1,0.000709,45124219.19,20636724.82,24487494.38
S1721,0.575,0.5,20,26,0.8,5.5,15,15,0.013,0.1,1.58E-05,38494327.58,2276069.866,36218257.72
S1722,0.575,0.5,20,26,0.8,5.5,15,15,0.013,0.1,0.000709,53203371.71,16984461.18,36218910.53
S1723,0.575,0.5,20,26,0.8,5.5,15,15,0.013,1,1.58E-05,38711254.57,2515693.208,36195561.36
S1724,0.575,0.5,20,26,0.8,5.5,15,15,0.013,1,0.000709,53377493.82,17180934.14,36196559.68
S1725,0.575,0.5,20,26,0.8,5.5,15,15,0.103,0.1,1.58E-05,39671745.1,3226000.377,36445744.73
S1726,0.575,0.5,20,26,0.8,5.5,15,15,0.103,0.1,0.000709,54329175.66,17890840.53,36438335.13
S1727,0.575,0.5,20,26,0.8,5.5,15,15,0.103,1,1.58E-05,39870573.36,3444137.408,36426435.95
S1728,0.575,0.5,20,26,0.8,5.5,15,15,0.103,1,0.000709,54556206.22,18124292.27,36431913.95
S1729,0.575,0.5,20,26,0.95,4.5,5,5,0.013,0.1,1.58E-05,20316010.34,7722604.43,12593405.91
S1730,0.575,0.5,20,26,0.95,4.5,5,5,0.013,0.1,0.000709,34993661.17,22401635.79,12592025.38
S1731,0.575,0.5,20,26,0.95,4.5,5,5,0.013,1,1.58E-05,20540396.5,7952348.938,12588047.56
S1732,0.575,0.5,20,26,0.95,4.5,5,5,0.013,1,0.000709,35200199.67,22623702.39,12576497.27
S1733,0.575,0.5,20,26,0.95,4.5,5,5,0.103,0.1,1.58E-05,21158383.33,8301803.4,12856579.93
S1734,0.575,0.5,20,26,0.95,4.5,5,5,0.103,0.1,0.000709,35770462.7,22915729.58,12854733.12
S1735,0.575,0.5,20,26,0.95,4.5,5,5,0.103,1,1.58E-05,21337158.44,8487565.884,12849592.56
S1736,0.575,0.5,20,26,0.95,4.5,5,5,0.103,1,0.000709,36032084.37,23178847.1,12853237.27
S1737,0.575,0.5,20,26,0.95,4.5,5,15,0.013,0.1,1.58E-05,28790114.47,4213915.625,24576198.84
S1738,0.575,0.5,20,26,0.95,4.5,5,15,0.013,0.1,0.000709,43447096.24,18858931.38,24588164.86
S1739,0.575,0.5,20,26,0.95,4.5,5,15,0.013,1,1.58E-05,29001976.3,4432894.661,24569081.64
S1740,0.575,0.5,20,26,0.95,4.5,5,15,0.013,1,0.000709,43685869.03,19118654.49,24567214.55
S1741,0.575,0.5,20,26,0.95,4.5,5,15,0.103,0.1,1.58E-05,29859744.59,4972312.925,24887431.67
S1742,0.575,0.5,20,26,0.95,4.5,5,15,0.103,0.1,0.000709,44462028.03,19582594.56,24879433.46
S1743,0.575,0.5,20,26,0.95,4.5,5,15,0.103,1,1.58E-05,30092335.92,5231714.697,24860621.22
S1744,0.575,0.5,20,26,0.95,4.5,5,15,0.103,1,0.000709,44773777.27,19914174.16,24859603.11
S1745,0.575,0.5,20,26,0.95,4.5,15,5,0.013,0.1,1.58E-05,28672268.37,4038294.713,24633973.66
S1746,0.575,0.5,20,26,0.95,4.5,15,5,0.013,0.1,0.000709,43341860.13,18718065.2,24623794.93
S1747,0.575,0.5,20,26,0.95,4.5,15,5,0.013,1,1.58E-05,28897015.24,4282502.011,24614513.22
S1748,0.575,0.5,20,26,0.95,4.5,15,5,0.013,1,0.000709,43562704.46,18947744.01,24614960.46
S1749,0.575,0.5,20,26,0.95,4.5,15,5,0.103,0.1,1.58E-05,29729416.59,4816116.562,24913300.03
S1750,0.575,0.5,20,26,0.95,4.5,15,5,0.103,0.1,0.000709,44421367.3,19501813.41,24919553.89
S1751,0.575,0.5,20,26,0.95,4.5,15,5,0.103,1,1.58E-05,29981750.79,5079680.48,24902070.31
S1752,0.575,0.5,20,26,0.95,4.5,15,5,0.103,1,0.000709,44632107.8,19728545.73,24903562.06
S1753,0.575,0.5,20,26,0.95,4.5,15,15,0.013,0.1,1.58E-05,38694627.63,1984673.759,36709953.87
S1754,0.575,0.5,20,26,0.95,4.5,15,15,0.013,0.1,0.000709,53405129.44,16689573.46,36715555.98
S1755,0.575,0.5,20,26,0.95,4.5,15,15,0.013,1,1.58E-05,38869108.35,2179475.791,36689632.55
S1756,0.575,0.5,20,26,0.95,4.5,15,15,0.013,1,0.000709,53543402.37,16849794.67,36693607.7
S1757,0.575,0.5,20,26,0.95,4.5,15,15,0.103,0.1,1.58E-05,39729660.73,2728676.946,37000983.78
S1758,0.575,0.5,20,26,0.95,4.5,15,15,0.103,0.1,0.000709,54423657.2,17440364.61,36983292.59
S1759,0.575,0.5,20,26,0.95,4.5,15,15,0.103,1,1.58E-05,39939193.85,2959190.901,36980002.95
S1760,0.575,0.5,20,26,0.95,4.5,15,15,0.103,1,0.000709,54597221.88,17622975.27,36974246.61
S1761,0.575,0.5,20,26,0.95,5.5,5,5,0.013,0.1,1.58E-05,20067794.2,7706676.257,12361117.94
S1762,0.575,0.5,20,26,0.95,5.5,5,5,0.013,0.1,0.000709,34828176.82,22470571.2,12357605.63
S1763,0.575,0.5,20,26,0.95,5.5,5,5,0.013,1,1.58E-05,20317292.45,7961843.674,12355448.77
S1764,0.575,0.5,20,26,0.95,5.5,5,5,0.013,1,0.000709,34996230.34,22641456.43,12354773.91
S1765,0.575,0.5,20,26,0.95,5.5,5,5,0.103,0.1,1.58E-05,20820906.51,8243983.613,12576922.9
S1766,0.575,0.5,20,26,0.95,5.5,5,5,0.103,0.1,0.000709,35527646.2,22955551.84,12572094.36
S1767,0.575,0.5,20,26,0.95,5.5,5,5,0.103,1,1.58E-05,22900387.15,10326692.95,12573694.2
S1768,0.575,0.5,20,26,0.95,5.5,5,5,0.103,1,0.000709,35795378.27,23237854.82,12557523.46
S1769,0.575,0.5,20,26,0.95,5.5,5,15,0.013,0.1,1.58E-05,28430287.86,4194826.947,24235460.91
